0,1,2,3,4,5,6,7,8,9,10
pastry,liqueur,,,,,,,,,
root vegetables,white bread,sliced cheese,,,,,,,,
whole milk,beef,citrus fruit,newspapers,bottled water,,,,,,
whole milk,meat,,,,,,,,,
brown bread,canned beer,,,,,,,,,
root vegetables,soda,,,,,,,,,
pip fruit,long life bakery product,,,,,,,,,
fruit/vegetable juice,other vegetables,,,,,,,,,
bottled water,domestic eggs,frozen meals,,,,,,,,
soda,white wine,processed cheese,,,,,,,,
soda,bottled water,,,,,,,,,
other vegetables,brown bread,,,,,,,,,
other vegetables,dish cleaner,,,,,,,,,
sausage,curd,,,,,,,,,
yogurt,yogurt,,,,,,,,,
other vegetables,pot plants,yogurt,salty snack,,,,,,,
meat,canned beer,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
newspapers,waffles,salty snack,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
whole milk,bottled water,,,,,,,,,
salt,semi-finished bread,,,,,,,,,
pip fruit,canned fish,organic sausage,pastry,,,,,,,
soda,specialty chocolate,,,,,,,,,
spread cheese,specialty chocolate,sugar,,,,,,,,
photo/film,cream cheese ,,,,,,,,,
processed cheese,instant coffee,,,,,,,,,
citrus fruit,hamburger meat,photo/film,,,,,,,,
liquor,butter milk,,,,,,,,,
domestic eggs,bottled beer,,,,,,,,,
ham,pork,pork,soda,,,,,,,
frankfurter,soda,,,,,,,,,
sausage,pork,,,,,,,,,
sausage,pip fruit,spices,,,,,,,,
curd,yogurt,misc. beverages,pickled vegetables,,,,,,,
rolls/buns,canned beer,,,,,,,,,
citrus fruit,bottled beer,,,,,,,,,
sausage,sausage,pastry,tropical fruit,whole milk,white wine,sweet spreads,whole milk,,,
whole milk,pastry,butter,whole milk,,,,,,,
berries,other vegetables,fruit/vegetable juice,whole milk,specialty bar,,,,,,
root vegetables,soda,,,,,,,,,
sausage,frozen vegetables,,,,,,,,,
brown bread,soda,,,,,,,,,
whole milk,house keeping products,,,,,,,,,
hamburger meat,butter milk,seasonal products,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
other vegetables,rolls/buns,soda,,,,,,,,
whole milk,pet care,herbs,soda,cat food,whole milk,,,,,
long life bakery product,bottled beer,,,,,,,,,
sausage,soda,,,,,,,,,
hard cheese,liquor,,,,,,,,,
yogurt,pip fruit,yogurt,,,,,,,,
UHT-milk,pastry,bottled water,,,,,,,,
pastry,pastry,,,,,,,,,
canned beer,sausage,pork,whipped/sour cream,margarine,pickled vegetables,pastry,,,,
other vegetables,whole milk,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
tropical fruit,flower (seeds),,,,,,,,,
other vegetables,pot plants,vinegar,,,,,,,,
pastry,cat food,,,,,,,,,
beef,whole milk,pet care,citrus fruit,,,,,,,
chicken,soda,shopping bags,,,,,,,,
root vegetables,whole milk,,,,,,,,,
UHT-milk,cream cheese ,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
yogurt,whole milk,,,,,,,,,
specialty cheese,other vegetables,,,,,,,,,
butter milk,bottled water,,,,,,,,,
citrus fruit,pickled vegetables,,,,,,,,,
sausage,curd,,,,,,,,,
sausage,whole milk,,,,,,,,,
frozen meals,other vegetables,specialty chocolate,,,,,,,,
yogurt,dog food,,,,,,,,,
UHT-milk,candles,yogurt,salty snack,,,,,,,
tropical fruit,herbs,chocolate,,,,,,,,
vinegar,newspapers,brown bread,,,,,,,,
hygiene articles,other vegetables,,,,,,,,,
beef,brown bread,,,,,,,,,
yogurt,flour,,,,,,,,,
liquor (appetizer),cat food,,,,,,,,,
soda,whole milk,,,,,,,,,
other vegetables,semi-finished bread,,,,,,,,,
brown bread,coffee,canned beer,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
root vegetables,semi-finished bread,,,,,,,,,
long life bakery product,root vegetables,other vegetables,,,,,,,,
pork,hygiene articles,,,,,,,,,
tropical fruit,margarine,,,,,,,,,
whole milk,newspapers,,,,,,,,,
margarine,misc. beverages,,,,,,,,,
bottled beer,oil,,,,,,,,,
rolls/buns,bottled beer,,,,,,,,,
other vegetables,frankfurter,root vegetables,newspapers,,,,,,,
pastry,berries,,,,,,,,,
root vegetables,frozen fruits,waffles,,,,,,,,
pip fruit,processed cheese,canned beer,,,,,,,,
pip fruit,newspapers,,,,,,,,,
whole milk,dessert,,,,,,,,,
rolls/buns,tropical fruit,,,,,,,,,
meat,whole milk,,,,,,,,,
citrus fruit,jam,,,,,,,,,
root vegetables,butter milk,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
root vegetables,bottled water,,,,,,,,,
frankfurter,curd,,,,,,,,,
onions,hard cheese,,,,,,,,,
canned beer,cream cheese ,,,,,,,,,
liver loaf,canned beer,tropical fruit,canned vegetables,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
chocolate,beverages,,,,,,,,,
tropical fruit,berries,chocolate,,,,,,,,
bottled water,liquor,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
soda,other vegetables,,,,,,,,,
root vegetables,brown bread,,,,,,,,,
canned beer,baking powder,,,,,,,,,
soda,liquor (appetizer),,,,,,,,,
butter,frozen meals,,,,,,,,,
cream cheese ,frozen vegetables,,,,,,,,,
root vegetables,citrus fruit,bottled water,Instant food products,butter milk,mayonnaise,,,,,
yogurt,berries,butter,pastry,,,,,,,
bottled water,fruit/vegetable juice,,,,,,,,,
whipped/sour cream,curd,,,,,,,,,
whole milk,other vegetables,soda,long life bakery product,,,,,,,
other vegetables,butter,whipped/sour cream,,,,,,,,
pork,root vegetables,,,,,,,,,
pip fruit,candles,rolls/buns,,,,,,,,
sausage,packaged fruit/vegetables,,,,,,,,,
whole milk,tropical fruit,,,,,,,,,
kitchen utensil,bottled water,rolls/buns,pasta,bottled water,,,,,,
chocolate,soda,,,,,,,,,
yogurt,whole milk,,,,,,,,,
bottled water,grapes,,,,,,,,,
sausage,pastry,,,,,,,,,
pot plants,baking powder,,,,,,,,,
soap,candy,,,,,,,,,
ice cream,herbs,,,,,,,,,
soda,pasta,,,,,,,,,
vinegar,flour,,,,,,,,,
soda,red/blush wine,root vegetables,butter milk,,,,,,,
berries,sausage,tropical fruit,butter,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
shopping bags,beef,citrus fruit,cat food,,,,,,,
sausage,frozen meals,instant coffee,,,,,,,,
ham,citrus fruit,,,,,,,,,
berries,root vegetables,,,,,,,,,
rolls/buns,whipped/sour cream,dishes,,,,,,,,
yogurt,specialty bar,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
tropical fruit,beef,cream cheese ,frozen vegetables,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
pork,soda,,,,,,,,,
curd,other vegetables,,,,,,,,,
pork,root vegetables,hamburger meat,frankfurter,coffee,curd,cake bar,soda,,,
pip fruit,hard cheese,candy,,,,,,,,
tropical fruit,cooking chocolate,,,,,,,,,
pip fruit,onions,domestic eggs,,,,,,,,
chicken,butter,,,,,,,,,
soda,shopping bags,,,,,,,,,
grapes,root vegetables,,,,,,,,,
rolls/buns,salty snack,bottled water,shopping bags,,,,,,,
whipped/sour cream,rolls/buns,,,,,,,,,
chicken,other vegetables,,,,,,,,,
frozen vegetables,napkins,,,,,,,,,
soda,shopping bags,,,,,,,,,
pastry,frozen fish,,,,,,,,,
whipped/sour cream,ice cream,,,,,,,,,
sausage,tropical fruit,margarine,,,,,,,,
whole milk,whole milk,,,,,,,,,
beef,whole milk,,,,,,,,,
root vegetables,sweet spreads,,,,,,,,,
whole milk,cling film/bags,,,,,,,,,
bottled water,pip fruit,frozen vegetables,,,,,,,,
bottled water,tropical fruit,whipped/sour cream,,,,,,,,
whole milk,pip fruit,,,,,,,,,
pork,pork,frankfurter,frozen fish,waffles,napkins,rolls/buns,,,,
other vegetables,white bread,,,,,,,,,
sliced cheese,newspapers,,,,,,,,,
yogurt,domestic eggs,,,,,,,,,
butter milk,whole milk,,,,,,,,,
ham,whole milk,,,,,,,,,
pork,processed cheese,beef,white wine,soda,packaged fruit/vegetables,sliced cheese,beverages,,,
beverages,root vegetables,frozen meals,,,,,,,,
whole milk,bottled water,soda,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
whole milk,curd,bottled beer,,,,,,,,
sausage,yogurt,fruit/vegetable juice,,,,,,,,
sausage,chicken,frozen vegetables,whole milk,packaged fruit/vegetables,,,,,,
other vegetables,abrasive cleaner,bottled beer,,,,,,,,
sausage,pastry,whole milk,,,,,,,,
root vegetables,fruit/vegetable juice,berries,newspapers,chewing gum,,,,,,
whole milk,newspapers,soda,whipped/sour cream,,,,,,,
soda,hygiene articles,grapes,pudding powder,butter milk,butter,,,,,
root vegetables,turkey,bottled water,,,,,,,,
other vegetables,white bread,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
pork,other vegetables,,,,,,,,,
sausage,butter,yogurt,yogurt,,,,,,,
whipped/sour cream,rolls/buns,soda,,,,,,,,
other vegetables,cream cheese ,,,,,,,,,
chocolate,hard cheese,,,,,,,,,
cream cheese ,bottled water,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
root vegetables,coffee,,,,,,,,,
ham,tropical fruit,,,,,,,,,
soda,snack products,whole milk,,,,,,,,
shopping bags,yogurt,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
rolls/buns,cream cheese ,,,,,,,,,
bottled water,hard cheese,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
turkey,packaged fruit/vegetables,,,,,,,,,
herbs,newspapers,,,,,,,,,
brown bread,dessert,,,,,,,,,
white bread,brown bread,,,,,,,,,
tropical fruit,frozen fish,domestic eggs,mustard,,,,,,,
rolls/buns,mustard,newspapers,vinegar,,,,,,,
bottled beer,oil,,,,,,,,,
other vegetables,cake bar,,,,,,,,,
rice,chewing gum,rolls/buns,,,,,,,,
chicken,tropical fruit,citrus fruit,yogurt,,,,,,,
root vegetables,chewing gum,margarine,,,,,,,,
misc. beverages,margarine,,,,,,,,,
other vegetables,dessert,,,,,,,,,
skin care,frankfurter,root vegetables,fruit/vegetable juice,,,,,,,
waffles,shopping bags,,,,,,,,,
whole milk,whole milk,,,,,,,,,
canned fish,curd,,,,,,,,,
specialty bar,margarine,,,,,,,,,
ham,sausage,curd,other vegetables,,,,,,,
pork,whipped/sour cream,,,,,,,,,
canned beer,semi-finished bread,,,,,,,,,
specialty bar,semi-finished bread,,,,,,,,,
meat,other vegetables,pasta,,,,,,,,
pet care,whole milk,curd,frozen vegetables,,,,,,,
canned fish,whole milk,,,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
soda,cleaner,cling film/bags,,,,,,,,
margarine,domestic eggs,,,,,,,,,
spread cheese,whole milk,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
root vegetables,hygiene articles,soda,,,,,,,,
whole milk,butter,,,,,,,,,
pastry,female sanitary products,,,,,,,,,
rolls/buns,hard cheese,rolls/buns,flour,,,,,,,
sausage,tropical fruit,yogurt,rolls/buns,margarine,shopping bags,,,,,
other vegetables,butter milk,chewing gum,specialty chocolate,,,,,,,
sausage,yogurt,whole milk,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
chicken,brown bread,,,,,,,,,
canned beer,grapes,whole milk,dessert,,,,,,,
whole milk,margarine,dessert,,,,,,,,
white bread,shopping bags,,,,,,,,,
tropical fruit,tropical fruit,,,,,,,,,
meat,processed cheese,root vegetables,cat food,,,,,,,
other vegetables,whole milk,rolls/buns,other vegetables,bottled water,whole milk,yogurt,other vegetables,,,
citrus fruit,butter,,,,,,,,,
citrus fruit,processed cheese,,,,,,,,,
hamburger meat,hygiene articles,soda,tropical fruit,,,,,,,
canned beer,rolls/buns,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
yogurt,herbs,,,,,,,,,
rolls/buns,liquor (appetizer),,,,,,,,,
sausage,frozen meals,,,,,,,,,
pip fruit,salty snack,,,,,,,,,
frozen fish,whole milk,,,,,,,,,
frozen potato products,detergent,,,,,,,,,
citrus fruit,waffles,,,,,,,,,
oil,soda,,,,,,,,,
misc. beverages,whole milk,,,,,,,,,
pip fruit,salty snack,pastry,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
citrus fruit,citrus fruit,,,,,,,,,
sausage,canned beer,,,,,,,,,
sausage,whole milk,rolls/buns,,,,,,,,
finished products,spread cheese,,,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
brown bread,bottled water,domestic eggs,,,,,,,,
whole milk,newspapers,bottled water,,,,,,,,
fruit/vegetable juice,bottled beer,,,,,,,,,
canned beer,fruit/vegetable juice,,,,,,,,,
butter milk,bottled beer,,,,,,,,,
sausage,hygiene articles,,,,,,,,,
chocolate marshmallow,other vegetables,,,,,,,,,
root vegetables,rolls/buns,fruit/vegetable juice,,,,,,,,
UHT-milk,cling film/bags,,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
bottled beer,rolls/buns,,,,,,,,,
yogurt,bottled beer,,,,,,,,,
butter milk,snack products,packaged fruit/vegetables,,,,,,,,
soda,other vegetables,,,,,,,,,
other vegetables,beef,,,,,,,,,
beef,napkins,,,,,,,,,
chicken,salty snack,,,,,,,,,
chewing gum,soft cheese,,,,,,,,,
packaged fruit/vegetables,canned beer,,,,,,,,,
citrus fruit,waffles,,,,,,,,,
citrus fruit,whole milk,bottled beer,,,,,,,,
beverages,salt,,,,,,,,,
other vegetables,rolls/buns,whole milk,margarine,,,,,,,
UHT-milk,margarine,,,,,,,,,
canned beer,yogurt,,,,,,,,,
cat food,whipped/sour cream,,,,,,,,,
white bread,soda,,,,,,,,,
meat,tropical fruit,whipped/sour cream,,,,,,,,
newspapers,canned beer,,,,,,,,,
canned beer,long life bakery product,dish cleaner,candy,,,,,,,
whole milk,whole milk,domestic eggs,,,,,,,,
yogurt,dental care,,,,,,,,,
rolls/buns,pork,,,,,,,,,
hamburger meat,soda,,,,,,,,,
frozen vegetables,brown bread,,,,,,,,,
sparkling wine,butter,,,,,,,,,
pork,meat,rolls/buns,onions,frozen vegetables,root vegetables,beverages,,,,
other vegetables,canned beer,shopping bags,,,,,,,,
yogurt,curd,,,,,,,,,
butter milk,butter,,,,,,,,,
whole milk,newspapers,,,,,,,,,
bottled beer,cat food,newspapers,,,,,,,,
yogurt,yogurt,,,,,,,,,
pastry,whipped/sour cream,pickled vegetables,,,,,,,,
pork,long life bakery product,,,,,,,,,
berries,yogurt,,,,,,,,,
red/blush wine,other vegetables,rolls/buns,,,,,,,,
canned beer,whole milk,,,,,,,,,
turkey,herbs,white bread,,,,,,,,
yogurt,newspapers,,,,,,,,,
whole milk,napkins,pastry,long life bakery product,,,,,,,
berries,whole milk,sugar,,,,,,,,
bottled beer,bottled water,,,,,,,,,
citrus fruit,coffee,,,,,,,,,
coffee,baking powder,,,,,,,,,
ham,beef,bottled water,citrus fruit,dishes,,,,,,
yogurt,spread cheese,soda,fruit/vegetable juice,,,,,,,
citrus fruit,ham,,,,,,,,,
whole milk,hygiene articles,,,,,,,,,
butter,specialty chocolate,,,,,,,,,
onions,butter,,,,,,,,,
dessert,cake bar,,,,,,,,,
whole milk,canned beer,,,,,,,,,
tropical fruit,tropical fruit,tropical fruit,long life bakery product,soda,,,,,,
rolls/buns,brown bread,canned beer,,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
yogurt,bottled beer,,,,,,,,,
soda,hard cheese,,,,,,,,,
turkey,kitchen towels,,,,,,,,,
yogurt,potato products,,,,,,,,,
chocolate,pasta,,,,,,,,,
female sanitary products,soda,,,,,,,,,
sausage,soda,,,,,,,,,
oil,shopping bags,,,,,,,,,
chewing gum,soda,,,,,,,,,
berries,dishes,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
pastry,liquor,,,,,,,,,
yogurt,waffles,domestic eggs,,,,,,,,
hamburger meat,whole milk,whipped/sour cream,,,,,,,,
tropical fruit,meat,pip fruit,salt,pot plants,,,,,,
root vegetables,whipped/sour cream,chocolate,,,,,,,,
canned beer,root vegetables,,,,,,,,,
beef,beef,whole milk,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
nuts/prunes,onions,,,,,,,,,
meat,domestic eggs,packaged fruit/vegetables,,,,,,,,
pastry,red/blush wine,,,,,,,,,
whole milk,sausage,yogurt,other vegetables,misc. beverages,,,,,,
red/blush wine,whipped/sour cream,specialty cheese,abrasive cleaner,,,,,,,
frankfurter,other vegetables,soda,,,,,,,,
citrus fruit,domestic eggs,bottled water,,,,,,,,
candles,whole milk,,,,,,,,,
napkins,whole milk,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
soda,napkins,specialty chocolate,,,,,,,,
liquor (appetizer),rolls/buns,yogurt,,,,,,,,
chicken,dessert,,,,,,,,,
hard cheese,specialty bar,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
soda,beef,bottled beer,soda,,,,,,,
other vegetables,butter,pastry,UHT-milk,,,,,,,
other vegetables,whole milk,,,,,,,,,
soda,sliced cheese,butter,,,,,,,,
grapes,coffee,,,,,,,,,
hygiene articles,grapes,,,,,,,,,
chicken,dishes,,,,,,,,,
tropical fruit,frozen fish,,,,,,,,,
meat,pastry,,,,,,,,,
beef,specialty chocolate,,,,,,,,,
pip fruit,newspapers,,,,,,,,,
butter,shopping bags,,,,,,,,,
beef,sparkling wine,frozen fish,chewing gum,,,,,,,
whole milk,beef,,,,,,,,,
whole milk,frozen meals,,,,,,,,,
pork,pip fruit,,,,,,,,,
rolls/buns,tropical fruit,,,,,,,,,
dessert,nut snack,bottled water,,,,,,,,
whole milk,pastry,,,,,,,,,
frankfurter,grapes,soda,seasonal products,,,,,,,
beef,berries,,,,,,,,,
chocolate,whipped/sour cream,bottled beer,,,,,,,,
photo/film,domestic eggs,cocoa drinks,,,,,,,,
bottled water,dental care,,,,,,,,,
potato products,specialty bar,,,,,,,,,
curd,root vegetables,pip fruit,whole milk,margarine,,,,,,
napkins,butter milk,cat food,shopping bags,,,,,,,
pip fruit,onions,frozen fish,meat,semi-finished bread,root vegetables,bottled water,whipped/sour cream,,,
finished products,rolls/buns,,,,,,,,,
dessert,salty snack,,,,,,,,,
sausage,canned beer,,,,,,,,,
bottled water,whole milk,,,,,,,,,
pastry,detergent,dishes,,,,,,,,
sugar,bottled beer,packaged fruit/vegetables,bottled water,,,,,,,
cat food,rolls/buns,,,,,,,,,
rolls/buns,curd cheese,Instant food products,,,,,,,,
flower soil/fertilizer,rolls/buns,yogurt,ice cream,whipped/sour cream,,,,,,
rolls/buns,root vegetables,,,,,,,,,
tropical fruit,soda,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
ham,tropical fruit,frozen meals,sparkling wine,,,,,,,
frankfurter,dishes,hygiene articles,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
sliced cheese,butter,,,,,,,,,
pip fruit,detergent,,,,,,,,,
whole milk,root vegetables,canned vegetables,,,,,,,,
soda,frozen dessert,,,,,,,,,
other vegetables,white bread,,,,,,,,,
napkins,chewing gum,,,,,,,,,
ice cream,bottled beer,brown bread,,,,,,,,
whole milk,soda,yogurt,,,,,,,,
yogurt,brown bread,,,,,,,,,
sugar,spread cheese,,,,,,,,,
root vegetables,dog food,,,,,,,,,
white wine,fruit/vegetable juice,,,,,,,,,
yogurt,yogurt,,,,,,,,,
other vegetables,pip fruit,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
nuts/prunes,margarine,,,,,,,,,
margarine,newspapers,,,,,,,,,
ice cream,soda,,,,,,,,,
pork,pip fruit,,,,,,,,,
root vegetables,frozen meals,,,,,,,,,
hamburger meat,pastry,brown bread,,,,,,,,
butter,popcorn,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
whole milk,berries,specialty chocolate,white bread,,,,,,,
popcorn,citrus fruit,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
pastry,newspapers,,,,,,,,,
yogurt,processed cheese,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
rolls/buns,packaged fruit/vegetables,,,,,,,,,
processed cheese,tropical fruit,,,,,,,,,
chicken,pastry,,,,,,,,,
misc. beverages,liquor (appetizer),,,,,,,,,
frozen dessert,bottled water,,,,,,,,,
chicken,yogurt,,,,,,,,,
brown bread,shopping bags,,,,,,,,,
hamburger meat,frozen vegetables,,,,,,,,,
ham,specialty bar,,,,,,,,,
other vegetables,sausage,sliced cheese,rolls/buns,,,,,,,
ham,other vegetables,,,,,,,,,
tropical fruit,brown bread,,,,,,,,,
bottled water,UHT-milk,,,,,,,,,
yogurt,other vegetables,fruit/vegetable juice,,,,,,,,
rolls/buns,brown bread,rolls/buns,sliced cheese,,,,,,,
pastry,baking powder,mustard,,,,,,,,
rolls/buns,packaged fruit/vegetables,,,,,,,,,
organic sausage,grapes,pastry,,,,,,,,
sausage,chocolate,,,,,,,,,
butter,chocolate,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
finished products,newspapers,,,,,,,,,
tropical fruit,cream cheese ,,,,,,,,,
sausage,sliced cheese,,,,,,,,,
pork,cereals,,,,,,,,,
flower soil/fertilizer,butter milk,,,,,,,,,
pip fruit,white wine,chocolate,,,,,,,,
tropical fruit,dental care,,,,,,,,,
chewing gum,other vegetables,,,,,,,,,
coffee,specialty fat,,,,,,,,,
seasonal products,rolls/buns,,,,,,,,,
chicken,butter milk,,,,,,,,,
meat,soda,cream cheese ,,,,,,,,
rum,onions,,,,,,,,,
frankfurter,cream cheese ,,,,,,,,,
canned beer,yogurt,soda,,,,,,,,
frozen vegetables,flour,,,,,,,,,
pip fruit,curd,pip fruit,prosecco,,,,,,,
cat food,newspapers,,,,,,,,,
specialty fat,condensed milk,,,,,,,,,
pork,citrus fruit,,,,,,,,,
beverages,chewing gum,rolls/buns,,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
tropical fruit,butter,,,,,,,,,
oil,other vegetables,rolls/buns,,,,,,,,
chewing gum,cream cheese ,,,,,,,,,
frozen meals,butter,newspapers,yogurt,,,,,,,
frankfurter,whole milk,canned fish,yogurt,,,,,,,
bottled water,tropical fruit,,,,,,,,,
semi-finished bread,liquor,pastry,,,,,,,,
specialty bar,bottled beer,,,,,,,,,
shopping bags,fruit/vegetable juice,,,,,,,,,
brown bread,soda,butter,shopping bags,,,,,,,
grapes,packaged fruit/vegetables,detergent,,,,,,,,
other vegetables,ice cream,,,,,,,,,
sausage,whole milk,,,,,,,,,
meat,butter,,,,,,,,,
tropical fruit,chocolate,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
hamburger meat,dessert,sliced cheese,,,,,,,,
hamburger meat,margarine,,,,,,,,,
sausage,fruit/vegetable juice,,,,,,,,,
nuts/prunes,root vegetables,white wine,pastry,,,,,,,
whole milk,frozen potato products,,,,,,,,,
pastry,ketchup,,,,,,,,,
sausage,frankfurter,herbs,rice,,,,,,,
tropical fruit,sausage,bottled beer,curd,misc. beverages,waffles,fruit/vegetable juice,mayonnaise,,,
butter milk,spices,,,,,,,,,
sauces,rolls/buns,soda,whipped/sour cream,,,,,,,
rolls/buns,oil,fruit/vegetable juice,,,,,,,,
root vegetables,sugar,,,,,,,,,
sausage,root vegetables,canned beer,rolls/buns,,,,,,,
citrus fruit,pastry,,,,,,,,,
curd,sliced cheese,frozen fish,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
beef,specialty bar,,,,,,,,,
whole milk,domestic eggs,canned vegetables,baking powder,hygiene articles,detergent,,,,,
